period_month,currency_pair,monthly_avg_rate,mom_pct_change,yoy_pct_change,ma_3m,ma_6m,ma_12m
2016-06-01,EUR/JPY,118.45318181818183,-3.8635776736636105,-14.621904353153534,121.98465367965366,124.5014816017316,129.4549061343246
2016-07-01,EUR/JPY,115.24999999999997,-2.704175412610311,-15.058304787113045,118.97227272727271,122.32256493506493,127.75229743867244
2016-08-01,EUR/JPY,113.48739130434782,-1.5293784777892825,-17.237282352017502,115.7301910408432,120.01276507309116,125.78259592038397
2016-09-01,EUR/JPY,114.21818181818183,0.6439398292927467,-15.300399093948874,114.31852437417655,118.15158902691512,124.06320198099002
2016-10-01,EUR/JPY,114.47333333333331,0.22338957869040926,-15.10374880047827,114.05963548528764,116.5159541062802,122.36605551634356
2016-11-01,EUR/JPY,116.93272727272728,2.148442670252719,-11.14341486907108,115.20808080808081,115.46913592446201,121.14402088430894
2016-12-01,EUR/JPY,122.3947619047619,4.671091455256397,-7.5273016341814145,117.9336075036075,116.12606593889204,120.31377377031181
2017-01-01,EUR/JPY,122.13590909090912,-0.2114901077663786,-4.821868877556212,120.48779942279943,117.27371745404353,119.79814119455425
2017-02-01,EUR/JPY,120.16799999999998,-1.6112452967819453,-5.636753207417387,121.56622366522367,118.38715223665224,119.1999586548717
2017-03-01,EUR/JPY,120.67608695652173,0.4228138577006785,-3.7557460593084153,120.99333201581027,119.4634697597089,118.807529393312
2017-04-01,EUR/JPY,118.29444444444445,-1.9735828134163462,-4.82165594520623,119.71284380032205,120.10032161156074,118.30813785892046
2017-05-01,EUR/JPY,124.09318181818183,4.9019524128715,0.7138377540856803,121.02123773971601,121.29373070246983,118.3814333134659
2017-06-01,EUR/JPY,124.58454545454546,0.39596344389296384,5.176191590847164,122.32405723905724,121.65869462743376,118.8923802831629
2017-07-01,EUR/JPY,129.4819047619048,3.9309525025687235,12.348724305340406,126.05321067821069,122.88302723926638,120.07837234665494
2017-08-01,EUR/JPY,129.7034782608696,0.1711231383043347,14.28888863348162,127.92330949243994,124.47227361607797,121.4297129263651
2017-09-01,EUR/JPY,131.92380952380952,1.7118517504012003,15.501584269492563,130.3697308488613,126.34689404395927,122.9051819018341
2017-10-01,EUR/JPY,132.7631818181818,0.63625534875173,15.977387879140842,131.4634898676203,128.7583502729155,124.42933594223814
2017-11-01,EUR/JPY,132.39181818181817,-0.2797188431896875,13.22049974344221,132.35960317460317,130.14145633352155,125.7175935179957
2017-12-01,EUR/JPY,133.63842105263157,0.9416011411682577,9.186389166407796,132.93114035087717,131.65043559986924,126.65456511365149
2018-01-01,EUR/JPY,135.25454545454545,1.2093261722071618,10.741015039132975,133.76159489633173,132.612542381976,127.74778481062118
2018-02-01,EUR/JPY,133.293,-1.4502621320069826,10.922208907529484,134.06198883572566,133.2107960051644,128.8415348106212
2018-03-01,EUR/JPY,130.85761904761904,-1.8270884085293055,8.437075105663315,133.13505483405484,133.033097592466,129.68999581821262
2018-04-01,EUR/JPY,132.15749999999997,0.9933551915749782,11.719109566524178,132.10270634920633,132.93215062276906,130.8452504478423
2018-05-01,EUR/JPY,129.57227272727275,-1.9561714414446583,4.41530374901559,130.86246392496392,132.4622263803448,131.30184135693318
2018-06-01,EUR/JPY,128.52904761904762,-0.805129898756147,3.1661247790491807,130.08627344877343,131.61066414141416,131.6305498706417
2018-07-01,EUR/JPY,130.23227272727274,1.3251674541877752,0.5795156989293261,129.44453102453102,130.7736186868687,131.69308053442236
2018-08-01,EUR/JPY,128.2004347826087,-1.5601646981305686,-1.1588305097245284,128.98725170964303,129.92485781730346,131.56782691123394
2018-09-01,EUR/JPY,130.53500000000003,1.821027535008029,-1.0527360669939172,129.65590250329382,129.87108797603364,131.45209278424983
2018-10-01,EUR/JPY,129.61652173913046,-0.7036260473203069,-2.3701300586187153,129.45065217391308,129.44759159922202,131.18987111099557
2018-11-01,EUR/JPY,128.78863636363633,-0.6387190185216952,-2.721604603415497,129.64671936758893,129.316985538616,130.88960595948038
2018-12-01,EUR/JPY,127.87789473684207,-0.7071599269230339,-4.310531560022551,128.76101761320294,129.2084600582484,130.40956209983128
2019-01-01,EUR/JPY,124.34136363636365,-2.7655531143644376,-8.068624815163314,127.00263157894734,128.22664187643022,129.50013028164946
2019-02-01,EUR/JPY,125.28,0.754886657332624,-6.011568499471093,125.83308612440192,127.73990274599542,128.83238028164945
2019-03-01,EUR/JPY,125.67380952380951,0.3143434896308339,-3.9614120763752725,125.09839105339104,126.92970433329701,128.40039615466532
2019-04-01,EUR/JPY,125.43599999999996,-0.1892275922172084,-5.08597695930992,125.46326984126983,126.23295071010858,127.8402711546653
2019-05-01,EUR/JPY,122.94818181818178,-1.9833366671594959,-5.112275002718778,124.68599711399709,125.25954161919948,127.28826357890775
2019-06-01,EUR/JPY,122.0805,-0.7057296865641531,-5.0171908517992945,123.48822727272723,124.29330916305916,126.75088461065378
2019-07-01,EUR/JPY,121.40565217391304,-0.5527892055544992,-6.777598492690104,122.14477799736494,123.80402391931739,126.0153328978738
2019-08-01,EUR/JPY,118.17909090909089,-2.657669727106377,-7.816934389115884,120.55508102766798,122.62053907083254,125.18022090841397
